N_EXPEDIENT,CODI_DISTRICTE,DISTRICTE,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
02-2014-1068,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,BJ,3,HUTB-009708,5,2.1702843299999999,41.394347860000003
02-2014-1069,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,1,1,HUTB-009710,4,2.1702843299999999,41.394347860000003
02-2014-1070,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,BJ,2,HUTB-009711,6,2.1702843299999999,41.394347860000003
02-2014-1071,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,BJ,1,HUTB-009712,5,2.1702843299999999,41.394347860000003
02-2014-1072,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,1,2,HUTB-010054,4,2.1702843299999999,41.394347860000003
02-2014-1073,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,1,3,HUTB-010055,4,2.1702843299999999,41.394347860000003
02-2014-1074,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,VILARET,1,23,,,,,,,2,2,HUTB-010402,1,2.1786558,41.404447959999999
02-2014-1075,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,1,4,HUTB-010056,4,2.1702843299999999,41.394347860000003
02-2014-1076,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,VILARET,1,23,,,,,,,EN,2,HUTB-010403,1,2.1786558,41.404447959999999
02-2014-1077,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,2,1,HUTB-010057,4,2.1702843299999999,41.394347860000003
02-2014-1078,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,VILARET,1,23,,,,,,,4,2,HUTB-010404,1,2.1786558,41.404447959999999
02-2014-1079,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,2,2,HUTB-010058,4,2.1702843299999999,41.394347860000003
02-2014-1080,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,VILARET,1,23,,,,,,,EN,1,HUTB-010405,1,2.1786558,41.404447959999999
02-2014-1081,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,2,3,HUTB-010059,4,2.1702843299999999,41.394347860000003
02-2014-1082,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,VILARET,1,23,,,,,,,3,2,HUTB-010406,1,2.1786558,41.404447959999999
02-2014-1083,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,VILARET,1,23,,,,,,,1,2,HUTB-010407,1,2.1786558,41.404447959999999
02-2014-1084,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,2,4,HUTB-010044,4,2.1702843299999999,41.394347860000003
02-2014-1085,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,3,1,HUTB-010045,4,2.1702843299999999,41.394347860000003
02-2014-1086,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,3,2,HUTB-010046,4,2.1702843299999999,41.394347860000003
02-2014-1087,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,3,3,HUTB-010047,4,2.1702843299999999,41.394347860000003
02-2014-1088,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,3,4,HUTB-009714,4,2.1702843299999999,41.394347860000003
02-2014-1089,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,4,1,HUTB-010048,4,2.1702843299999999,41.394347860000003
02-2014-1090,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,4,2,HUTB-010049,4,2.1702843299999999,41.394347860000003
02-2014-1091,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,4,3,HUTB-010051,4,2.1702843299999999,41.394347860000003
02-2014-1092,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,4,4,HUTB-009715,4,2.1702843299999999,41.394347860000003
02-2014-1093,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,5,1,HUTB-010052,4,2.1702843299999999,41.394347860000003
02-2014-1094,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,5,3,HUTB-010050,4,2.1702843299999999,41.394347860000003
02-2014-1095,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,5,2,HUTB-009717,4,2.1702843299999999,41.394347860000003
02-2014-1096,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,81,,83,,,,,5,4,HUTB-010053,4,2.1702843299999999,41.394347860000003
02-2014-1102,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,CASP,1,141,B,,,,,,6,4,HUTB-009811,6,2.1804473500000001,41.39580162
02-2014-1104,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,404,B,,,,,,PR,,HUTB-009641,3,2.17255843,41.403611400000003
02-2014-1106,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,618,,,,,,,3,B,HUTB-009678,3,2.1654625599999999,41.38595995
02-2014-1107,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,478,,,,,,,1,2,HUTB-009644,2,2.1764612300000001,41.406519430000003
02-2014-1108,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,478,,,,,,,1,3,HUTB-009646,2,2.1764612300000001,41.406519430000003
02-2014-1109,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,478,,,,,,,2,4,HUTB-009648,5,2.1764612300000001,41.406519430000003
02-2014-1110,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROSSELLO,2,294,,,,,,,3,2,HUTB-009635,7,2.16510735,41.39801465
02-2014-1111,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ALI BEI,1,27,,,,,,,PR,1B,HUTB-009574,2,2.1773398199999998,41.39006182
02-2014-1112,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,1,121,,,,,,,6,2,HUTB-010559,7,2.15429241,41.384256350000001
02-2014-1113,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,2,172,,,,,,E,AT,2,HUTB-010562,8,2.1492512100000001,41.388339510000002
02-2014-1114,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,1,121,,,,,,,2,2,HUTB-010560,7,2.15429241,41.384256350000001
02-2014-1115,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ROSSELLO,1,27,,,,,,,AT,3,HUTB-009619,6,2.1429135000000001,41.381549919999998
02-2014-1116,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE D'URGELL,1,29,,,,,,,2,3,HUTB-009939,6,2.15931856,41.378692190000002
02-2014-1117,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PAU CLARIS,2,104,,,,,,,EN,1,HUTB-010300,4,2.16818109,41.389379030000001
02-2014-1118,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BALMES,1,9,,,,,,,AT,1,HUTB-010011,3,2.16476252,41.38488031
02-2014-1119,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,1,43,,,,,,,3,1,HUTB-009601,13,2.1592408199999999,41.383933259999999
02-2014-1120,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,42,,,,,,,5,2,HUTB-009577,12,2.1653635000000002,41.389474030000002
02-2014-1121,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CASP,1,41,,,,,,,3,2A,HUTB-009808,12,2.1727974099999998,41.390048710000002
02-2014-1122,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ROSSELLO,2,134,,,,,,,3,3,HUTB-009627,6,2.1522854300000001,41.388344240000002
02-2014-1123,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SICILIA,1,209,,,,,,,2,,HUTB-010324,7,2.1726995900000001,41.39934856
02-2014-1124,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,1,95,,,,,,,5,1,HUTB-009884,7,2.15942663,41.391161879999999
02-2014-1125,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,682,,,,,,,2,1,HUTB-011029,8,2.17195443,41.390836129999997
02-2014-1126,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,682,,,,,,,AT,2,HUTB-010258,8,2.17195443,41.390836129999997
02-2014-1127,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,682,,,,,,,SA,2,HUTB-010259,2,2.17195443,41.390836129999997
02-2014-1128,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,1,321,,,,,,,5,3,HUTB-009697,2,2.1688288299999998,41.394322160000002
02-2014-1129,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,1,321,,,,,,,7,1,HUTB-009695,2,2.1688288299999998,41.394322160000002
02-2014-1130,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,1,321,,,,,,,7,2,HUTB-009696,2,2.1688288299999998,41.394322160000002
02-2014-1131,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,682,,,,,,,5,1A,HUTB-010255,4,2.17195443,41.390836129999997
02-2014-1132,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,682,,,,,,,5,1B,HUTB-010256,4,2.17195443,41.390836129999997
02-2014-1133,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,MARINA,2,252,,,,,,,2,2,HUTB-010495,3,2.17527523,41.401303949999999
02-2014-1134,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,2,26,,,,,,,5,2,HUTB-009960,4,2.1731388200000001,41.387506379999998
02-2014-1136,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,2,26,,,,,,,3,2,HUTB-009961,4,2.1731388200000001,41.387506379999998
02-2014-1137,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,2,26,,,,,,,6,2,HUTB-009962,4,2.1731388200000001,41.387506379999998
02-2014-1138,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,2,26,,,,,,,4,2,HUTB-009963,4,2.1731388200000001,41.387506379999998
02-2014-1139,2,L'EIXAMPLE,5,el Fort Pienc,Avinguda,DIAGONAL,1,285,,,,,,,1,4,HUTB-010030,4,2.1751265800000001,41.398630179999998
02-2014-1140,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,2,22,,,,,,,4,1A,HUTB-010072,6,2.1751908000000002,41.390917389999998
02-2014-1141,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,2,22,,,,,,,4,1B,HUTB-010073,5,2.1751908000000002,41.390917389999998
02-2014-1142,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,2,22,,,,,,,2,1A,HUTB-010074,6,2.1751908000000002,41.390917389999998
02-2014-1143,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,2,22,,,,,,,PR,2,HUTB-010075,8,2.1751908000000002,41.390917389999998
02-2014-1144,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,52,,,,,,,6,4,HUTB-010790,4,2.1630666199999999,41.388902430000002
02-2014-1145,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,2,22,,,,,,,AT,2,HUTB-010076,5,2.1751908000000002,41.390917389999998
02-2014-1146,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,8,,,,,,,1,1,HUTB-011470,3,2.1734800999999999,41.403306860000001
02-2014-1147,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,52,,,,,,,6,2,HUTB-036833,4,2.1630666199999999,41.388902430000002
02-2014-1148,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,2,64,,,,,,,2,1,HUTB-009607,7,2.15800948,41.385145029999997
02-2014-1149,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,106,,,,,,,3,1,HUTB-036817,7,2.15577693,41.388539649999998
02-2014-1150,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,2,22,,,,,,,AT,1,HUTB-010077,5,2.1751908000000002,41.390917389999998
02-2014-1151,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,52,,,,,,,AT,1,HUTB-010791,2,2.1630666199999999,41.388902430000002
02-2014-1152,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,8,,,,,,,EN,2,HUTB-005421,3,2.1734800999999999,41.403306860000001
02-2014-1154,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,52,,,,,,,AT,2,HUTB-010792,4,2.1630666199999999,41.388902430000002
02-2014-1155,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,8,,,,,,,1,2,HUTB-011471,4,2.1734800999999999,41.403306860000001
02-2014-1156,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,2,64,,,,,,,2,2,HUTB-009611,9,2.15800948,41.385145029999997
02-2014-1157,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,2,64,,,,,,,3,2,HUTB-009613,10,2.15800948,41.385145029999997
02-2014-1158,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,2,64,,,,,,,4,1,HUTB-009615,6,2.15800948,41.385145029999997
02-2014-1160,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,2,64,,,,,,,4,2,HUTB-009618,5,2.15800948,41.385145029999997
02-2014-1164,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,TRAFALGAR,1,39,,,,,,,3,1,HUTB-009922,4,2.1760126199999998,41.388177040000002
02-2014-1165,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,TRAFALGAR,1,39,,,,,,,3,2,HUTB-009924,3,2.1760126199999998,41.388177040000002
02-2014-1166,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,TRAFALGAR,1,39,,,,,,,3,3,HUTB-009921,8,2.1760126199999998,41.388177040000002
02-2014-1168,2,L'EIXAMPLE,10,Sant Antoni,Carrer,PARLAMENT,2,18,,,,,,,3,1,HUTB-010291,3,2.1608159300000001,41.373991150000002
02-2014-1170,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,134,,,,,,,PR,2,HUTB-009751,4,2.1544656299999998,41.389528509999998
02-2014-1171,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VALENCIA,2,192,,,,,,,EN,2,HUTB-010166,4,2.1565443399999999,41.386441599999998
02-2014-1172,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,MAIOL,1,9,,11,,,,,EN,2,HUTB-010428,2,2.17332306,41.399940780000001
02-2014-1173,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,682,,,,,,,5,2A,HUTB-010260,4,2.17195443,41.390836129999997
02-2014-1174,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,682,,,,,,,5,2B,HUTB-010261,4,2.17195443,41.390836129999997
02-2014-1175,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,682,,,,,,,AT,1,HUTB-010262,4,2.17195443,41.390836129999997
02-2014-1176,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,682,,,,,,,SA,1,HUTB-010263,2,2.17195443,41.390836129999997
02-2014-1177,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,682,,,,,,,SA,4,HUTB-010264,2,2.17195443,41.390836129999997
02-2014-1178,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,1,321,,,,,,,3,1,HUTB-009698,6,2.1688288299999998,41.394322160000002
02-2014-1179,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PROVENÇA,2,268,,,,,,,3,3,HUTB-010230,6,2.1585722399999998,41.391375349999997
02-2014-1180,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PROVENÇA,2,268,,,,,,,3,4,HUTB-010231,6,2.1585722399999998,41.391375349999997
02-2014-1181,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,139,,,,,,,5,2,HUTB-010070,6,2.1555721299999999,41.391833720000001
02-2014-1182,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,1,321,,,,,,,6,3,HUTB-009699,2,2.1688288299999998,41.394322160000002
02-2014-1183,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,1,321,,,,,,A,4,1,HUTB-011097,2,2.1688288299999998,41.394322160000002
02-2014-1184,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,137,,,,,,,3,1,HUTB-010067,6,2.1556512799999998,41.391774869999999
02-2014-1185,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,137,,,,,,,5,2,HUTB-010068,6,2.1556512799999998,41.391774869999999
02-2014-1188,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,VILARET,1,23,,,,,,,4,1,HUTB-010408,1,2.1786558,41.404447959999999
02-2014-1189,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,VILARET,1,23,,,,,,,1,1,HUTB-010466,1,2.1786558,41.404447959999999
02-2014-1190,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,VILARET,1,23,,,,,,,AT,,HUTB-010409,2,2.1786558,41.404447959999999
02-2014-1191,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,VILARET,1,23,,,,,,,3,1,HUTB-010467,1,2.1786558,41.404447959999999
02-2014-1192,2,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,384,,390,,,,I,SA,1,HUTB-010266,6,2.14945612,41.37392758
02-2014-1196,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BRUC,1,41,,,,,,,3,1,HUTB-009670,11,2.1714911799999999,41.390019619999997
02-2014-1197,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ROSSELLO,2,32,,,,,,,EN,4,HUTB-009621,5,2.1453948999999999,41.383145800000001
02-2014-1200,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,2,214,,,,,,,SA,1,HUTB-010563,11,2.14685996,41.390142169999997
02-2014-1201,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,354,,,,,,,PR,2,HUTB-009983,3,2.17024405,41.403184430000003
02-2014-1202,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,354,,,,,,,2,2,HUTB-009984,3,2.17024405,41.403184430000003
02-2014-1203,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,MAIOL,1,7,,,,,,,PR,2,HUTB-001043,4,2.1734013399999998,41.399880840000002
02-2014-1204,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,354,,,,,,,4,2,HUTB-009985,3,2.17024405,41.403184430000003
02-2014-1205,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,MALLORCA,1,337,,,,,,,3,1,HUTB-010435,14,2.1691713199999998,41.397936420000001
02-2014-1206,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,MALLORCA,1,337,,,,,,,2,2,HUTB-010436,12,2.1691713199999998,41.397936420000001
02-2014-1208,2,L'EIXAMPLE,10,Sant Antoni,Avinguda,PARAL.LEL,2,204,,,,,,,2,5,HUTB-009868,7,2.1500010700000001,41.373404170000001
02-2014-1209,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILAMARI,2,2,,,,,,,EN,2,HUTB-010397,8,2.1529143099999999,41.373646010000002
02-2014-1210,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,109,,,,,,,2,1,HUTB-010020,8,2.16882463,41.395448340000002
02-2014-1212,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,1,135,,,,,,,PR,C,HUTB-010519,5,2.1498518,41.379081290000002
02-2014-1213,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BALMES,1,9,,,,,,,PR,2,HUTB-010010,9,2.16476252,41.38488031
02-2014-1214,2,L'EIXAMPLE,10,Sant Antoni,Carrer,PARLAMENT,1,25,,,,,,,3,A,HUTB-010293,2,2.1612487499999999,41.37459243
02-2014-1215,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,COMTE D'URGELL,2,184,,,,,,,3,2,HUTB-009947,2,2.15045559,41.385783510000003
02-2014-1216,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BALMES,2,104,,,,,,,3,2,HUTB-010064,12,2.15782191,41.390403450000001
02-2014-1217,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BALMES,2,104,,,,,,,2,1,HUTB-010066,7,2.15782191,41.390403450000001
02-2014-1218,2,L'EIXAMPLE,10,Sant Antoni,Plaça,UNIVERSITAT,1,1,,,,,,,3,1,HUTB-009932,12,2.1622028100000001,41.383396529999999
02-2014-1219,2,L'EIXAMPLE,10,Sant Antoni,Plaça,UNIVERSITAT,1,1,,,,,,,3,2,HUTB-009933,8,2.1622028100000001,41.383396529999999
02-2014-1220,2,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,163,,,,,,,1,1,HUTB-010311,4,2.1606143900000001,41.380906889999999
02-2014-1221,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,PARIS,2,42,,,,,,D,7,3,HUTB-010206,8,2.1420881399999998,41.384075539999998
02-2014-1222,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,VILAMARI,2,126,,128,,,,,PR,6,HUTB-011682,6,2.1456830099999999,41.379097350000002
02-2014-1223,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,118,,,,,,,AT,2,HUTB-012017,2,2.1572985299999998,41.393106840000002
02-2014-1224,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,118,,,,,,,4,1,HUTB-012015,19,2.1572985299999998,41.393106840000002
02-2014-1225,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,58,,,,,,,AT,2,HUTB-009661,2,2.1582799000000001,41.386644349999997
02-2014-1226,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,118,,,,,,,4,2,HUTB-012016,7,2.1572985299999998,41.393106840000002
02-2014-1227,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,24,,,,,,,2,2,HUTB-010416,10,2.1740696399999999,41.390056989999998
02-2014-1228,2,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,101,,,,,,,5,4,HUTB-009998,4,2.1570097499999998,41.378188199999997
02-2014-1231,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PARIS,2,172,,,,,,E,PR,1,HUTB-010212,8,2.1511870800000001,41.390929839999998
02-2014-1232,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BRUC,1,63,,,,,,,2,2,HUTB-009671,7,2.1691007099999999,41.391823840000001
02-2014-1234,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PARIS,1,193,,,,,,,7,1,HUTB-036811,8,2.1520940500000001,41.391889429999999
02-2014-1235,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,2,50,,,,,,,4,1,HUTB-009826,6,2.1513157600000001,41.377404660000003
02-2014-1242,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,46,,,,,,,5,1,HUTB-009633,11,2.16472591,41.389988950000003
02-2014-1243,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,MARINA,1,189,,,,,,,PR,4,HUTB-010487,6,2.1783446299999998,41.398302510000001
02-2014-1245,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,MARINA,1,189,,,,,,,1,3,HUTB-010488,6,2.1783446299999998,41.398302510000001
02-2014-1246,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,MARINA,1,189,,,,,,,PR,3,HUTB-010489,7,2.1783446299999998,41.398302510000001
02-2014-1248,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,2,8,,10,,,,,AT,2,HUTB-010314,5,2.1487948600000002,41.375508279999998
02-2014-1249,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,2,8,,10,,,,,4,3,HUTB-010319,5,2.1487948600000002,41.375508279999998
02-2014-1250,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,MARINA,1,189,,,,,,,5,4,HUTB-010484,6,2.1783446299999998,41.398302510000001
02-2014-1252,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,MARINA,1,189,,,,,,,1,4,HUTB-010485,6,2.1783446299999998,41.398302510000001
02-2014-1253,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SANT ANTONI MARIA CLARET,2,148,,,,,,,5,2,HUTB-009821,4,2.1696696599999998,41.406533889999999
02-2014-1254,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,MARINA,1,189,,,,,,,3,2,HUTB-010486,6,2.1783446299999998,41.398302510000001
02-2014-1255,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,46,,,,,,,4,2,HUTB-009625,11,2.16472591,41.389988950000003
02-2014-1258,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,46,,,,,,,4,1,HUTB-009629,11,2.16472591,41.389988950000003
02-2014-1259,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BALMES,2,164,,,,,,,3,1,HUTB-009957,6,2.1545424899999999,41.392904489999999
02-2014-1260,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,PROVENÇA,1,379,,,,,,,EN,4,HUTB-010316,9,2.1699425400000001,41.400208990000003
02-2014-1261,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ARAGO,1,435,,,,,,,3,2,HUTB-009703,6,2.1764235300000001,41.399967850000003
